43,3,a
43,4,f
43,5,n
43,6,n
43,7,a
44,0,a
44,1,a
44,2,a
44,3,f
44,4,a
44,5,a
44,6,a
44,7,a
45,0,n
45,1,a
45,2,f
45,3,n
45,4,f
45,5,a
45,6,f
45,7,a
46,0,n
46,1,a
46,2,a
46,3,a
46,4,f
46,5,a
46,6,f
46,7,n
47,0,f
47,1,f
47,2,a
47,3,a
47,4,a
47,5,a
47,6,n
47,7,a
48,0,f
48,1,n
48,2,n
48,3,a
48,4,n
48,5,f
48,6,f
48,7,a
49,0,f
49,1,a
49,2,a
49,3,a
49,4,f
49,5,a
49,6,a
49,7,a
50,0,f
50,1,f
50,2,n
50,3,n
50,4,n
50,5,n
50,6,a
50,7,a
51,0,n
51,1,n
51,2,a
51,3,f
51,4,a
51,5,a
51,6,f
51,7,n
52,0,a
52,1,f
52,2,a
52,3,a
52,4,f
52,5,n
52,6,n
52,7,f
53,0,n
53,1,n
53,2,f
53,3,f
53,4,f
53,5,n
53,6,a
53,7,f
54,0,n
54,1,a
54,2,a
54,3,a
54,4,n
54,5,a
54,6,a
54,7,a
55,0,f
55,1,a
55,2,a
55,3,a
55,4,f
55,5,a
55,6,a
55,7,a
56,0,a
56,1,f
56,2,a
56,3,a
56,4,n
56,5,a
56,6,f
56,7,n
57,0,f
57,1,a
57,2,a
57,3,n
57,4,a
57,5,f
57,6,a
57,7,f
58,0,n
58,1,a
58,2,a
58,3,a
58,4,a
58,5,f
58,6,a
58,7,a
59,0,a
59,1,f
59,2,n
59,3,n
59,4,n
59,5,a
59,6,a
59,7,n
60,0,a
60,1,n
60,2,n
60,3,a
60,4,f
60,5,n
60,6,f
60,7,f
61,0,a
61,1,a
61,2,a
61,3,f
61,4,f
61,5,a
61,6,f
61,7,n
62,0,a
62,1,n
62,2,n
62,3,a
62,4,n
62,5,a
62,6,n
62,7,a
63,0,f
63,1,a
63,2,n
63,3,f
63,4,a
63,5,a
63,6,a
63,7,n
64,0,a
64,1,n
64,2,a
64,3,f
64,4,n
64,5,a
64,6,f
64,7,f
65,0,a
65,1,a
65,2,a
65,3,f
65,4,f
65,5,a
65,6,a
65,7,n
66,0,a
66,1,f
66,2,a
66,3,a
66,4,a
66,5,a
66,6,n
66,7,n
67,0,a
67,1,a
67,2,a
67,3,a
67,4,a
67,5,f
67,6,n
67,7,a
68,0,n
68,1,n
68,2,a
68,3,a
68,4,a
68,5,a
68,6,n
68,7,a
69,0,f
69,1,a
69,2,n
69,3,a
69,4,n
69,5,n
69,6,a
69,7,f
70,0,a
70,1,a
70,2,a
70,3,n
70,4,f
70,5,a
70,6,a
70,7,f
71,0,a
71,1,f
71,2,f
71,3,a
71,4,n
71,5,f
71,6,a
71,7,a
72,0,a
72,1,n
72,2,f
72,3,n
72,4,f
72,5,f
72,6,a
72,7,n
73,0,f
73,1,a
73,2,n
73,3,f
73,4,n
73,5,n
73,6,a
73,7,f
74,0,a
74,1,f
74,2,a
74,3,n
74,4,a
74,5,a
74,6,f
74,7,a
75,0,a
75,1,a
75,2,f
75,3,n
75,4,n
75,5,a
75,6,f
75,7,a
76,0,a
76,1,f
76,2,a
76,3,a
76,4,a
76,5,a
76,6,a
76,7,a
77,0,a
77,1,f
77,2,n
77,3,f
77,4,a
77,5,n
77,6,n
77,7,a
78,0,n
78,1,a
78,2,n
78,3,f
78,4,a
78,5,a
78,6,a
78,7,n
79,0,n
79,1,a
79,2,a
79,3,a
79,4,a
79,5,a
79,6,a
79,7,a
80,0,a
80,1,f
80,2,a
80,3,n
80,4,f
80,5,n
80,6,a
80,7,a
81,0,a
81,1,f
81,2,n
81,3,a
81,4,a
81,5,a
81,6,n
81,7,f
82,0,n
82,1,f
82,2,n
82,3,a
82,4,f
82,5,n
82,6,a
82,7,a
83,0,f
83,1,n
83,2,n
83,3,a
83,4,f
83,5,a
83,6,f
83,7,a
84,0,f
84,1,a
84,2,n
84,3,n
84,4,f
84,5,f
84,6,a
84,7,n
85,0,f
85,1,a
85,2,a
85,3,a
85,4,a
85,5,a
85,6,a
85,7,a
86,0,f
86,1,f
86,2,n
86,3,f
86,4,n
86,5,f
86,6,a
86,7,a
87,0,f
87,1,a
87,2,n
87,3,n
87,4,n
87,5,a
87,6,n
87,7,a
88,0,n
88,1,a
88,2,f
88,3,a
88,4,a
88,5,a
88,6,f
88,7,f
89,0,a
89,1,f
89,2,a
89,3,a
89,4,a
89,5,n
89,6,a
89,7,f
90,0,n
90,1,f
90,2,a
90,3,f
90,4,f
90,5,n
90,6,a
90,7,a
91,0,a
91,1,a
91,2,a
91,3,a
91,4,a
91,5,n
91,6,a
91,7,a
92,0,n
92,1,a
92,2,a
92,3,n
92,4,a
92,5,f
92,6,f
92,7,n
93,0,f
93,1,f
93,2,a
93,3,f
93,4,n
93,5,a
93,6,f
93,7,n
94,0,f
94,1,a
94,2,a
94,3,a
94,4,a
94,5,n
94,6,a
94,7,a
95,0,f
95,1,a
95,2,n
95,3,a
95,4,a
95,5,a
95,6,a
95,7,a
96,0,a
96,1,n
96,2,a
96,3,n
96,4,a
96,5,a
96,6,n
96,7,f
97,0,a
97,1,a
97,2,a
97,3,n
97,4,f
97,5,a
97,6,a
97,7,a
98,0,a
98,1,n
98,2,f
98,3,n
98,4,f
98,5,a
98,6,a
98,7,a
99,0,f
99,1,a
99,2,a
99,3,f
99,4,a
99,5,f
99,6,a
99,7,f
100,0,f
100,1,f
100,2,a
100,3,f
100,4,n
100,5,f
100,6,n
100,7,n
101,0,a
101,1,a
101,2,f
101,3,a
101,4,f
101,5,a
101,6,n
101,7,a
102,0,a
102,1,f
102,2,a
102,3,f
102,4,f
102,5,f
102,6,f
102,7,a
103,0,f
103,1,a
103,2,f
103,3,a
103,4,n
103,5,n
103,6,n
103,7,a
104,0,a
104,1,f
104,2,a
104,3,a
104,4,a
104,5,n
104,6,a
104,7,n
105,0,a
105,1,n
105,2,a
105,3,a
105,4,f
105,5,n
105,6,a
105,7,a
106,0,n
106,1,f
106,2,n
106,3,n
106,4,f
106,5,a
106,6,f
106,7,a
107,0,n
107,1,a
107,2,f
107,3,a
107,4,n
107,5,f
107,6,n
107,7,f
108,0,n
108,1,n
108,2,f
108,3,a
108,4,n
108,5,f
108,6,a
108,7,f
109,0,a
109,1,f
109,2,n
109,3,a
109,4,a
109,5,n
109,6,n
109,7,a
110,0,f
110,1,a
110,2,a
110,3,a
110,4,a
110,5,a
110,6,f
110,7,f
111,0,f
111,1,n
111,2,a
111,3,f
111,4,n
111,5,n
111,6,a
111,7,f
112,0,a
112,1,n
112,2,f
112,3,a
112,4,f
112,5,a
112,6,a
112,7,a
113,0,a
113,1,n
113,2,a
113,3,a
113,4,a
113,5,f
113,6,a
113,7,a
114,0,a
114,1,a
114,2,f
114,3,f
114,4,f
114,5,n
114,6,n
114,7,a
115,0,a
115,1,f
115,2,f
115,3,n
115,4,a
115,5,a
115,6,a
115,7,f
116,0,a
116,1,a
116,2,f
116,3,n
116,4,a
116,5,a
116,6,a
116,7,n
117,0,n
117,1,n
117,2,n
117,3,n
117,4,a
117,5,n
117,6,a
117,7,a
118,0,n
118,1,a
118,2,f
118,3,f
118,4,f
118,5,n
118,6,a
118,7,a
119,0,f
119,1,a
119,2,a
119,3,f
119,4,n
119,5,f
119,6,f
119,7,a
120,0,a
120,1,f
120,2,a
120,3,a
120,4,a
120,5,n
120,6,f
120,7,a
121,0,a
121,1,a
121,2,n
121,3,f
121,4,n
121,5,a
121,6,a
121,7,n
122,0,a
122,1,a
122,2,f
122,3,f
122,4,a
122,5,n
122,6,n
122,7,a
123,0,a
123,1,a
123,2,a
123,3,f
123,4,a
123,5,a
123,6,a
123,7,n
124,0,f
124,1,f
124,2,a
124,3,a
124,4,a
124,5,a
124,6,n
124,7,f
125,0,a
125,1,a
125,2,a
125,3,n
125,4,n
125,5,a
125,6,n
125,7,a
126,0,a
126,1,f
126,2,n
126,3,a
126,4,a
126,5,a
126,6,a
126,7,a
127,0,a
127,1,f
127,2,a
127,3,n
127,4,a
127,5,f
127,6,n
127,7,a
128,0,a
128,1,n
128,2,n
128,3,f
128,4,f
128,5,f
128,6,a
128,7,a
129,0,f
129,1,a
129,2,a
129,3,a
129,4,a
129,5,a
129,6,n
129,7,f
130,0,f
130,1,a
130,2,f
130,3,n
130,4,a
130,5,f
130,6,a
130,7,a
131,0,f
131,1,n
131,2,a
131,3,a
131,4,n
131,5,a
131,6,a
131,7,a
132,0,a
132,1,n
132,2,a
132,3,a
132,4,a
132,5,f
132,6,f
132,7,n
133,0,n
133,1,f
133,2,a
133,3,a
133,4,a
133,5,n
133,6,a
133,7,f
134,0,a
134,1,a
134,2,f
134,3,a
134,4,a
134,5,f
134,6,n
134,7,f
135,0,a
135,1,f
135,2,n
135,3,n
135,4,n
135,5,f
135,6,f
135,7,n
136,0,n
136,1,a
136,2,a
136,3,f
136,4,n
136,5,n
136,6,a
136,7,n
137,0,a
137,1,n
137,2,f
137,3,a
137,4,a
137,5,n
137,6,f
137,7,f
138,0,n
138,1,n
138,2,f
138,3,a
138,4,a
138,5,f
138,6,a
138,7,a
139,0,n
139,1,n
139,2,a
139,3,a
139,4,a
139,5,a
139,6,a
139,7,a
140,0,a
140,1,a
140,2,f
140,3,a
140,4,f
140,5,a
140,6,n
140,7,a
141,0,f
141,1,f
141,2,f
141,3,f
141,4,f
141,5,n
141,6,n
141,7,a
142,0,a
142,1,a
142,2,a
142,3,a
142,4,f
142,5,n
142,6,f
142,7,n
143,0,a
143,1,a
143,2,a
143,3,f
143,4,n
143,5,f
143,6,f
143,7,f
144,0,a
144,1,n
144,2,f
144,3,a
144,4,f
144,5,a
144,6,n
144,7,f
145,0,f
145,1,n
145,2,n
145,3,n
145,4,a
145,5,f
145,6,f
145,7,n
146,0,a
146,1,a
146,2,a
146,3,a
146,4,a
146,5,n
146,6,a
146,7,n
147,0,f
147,1,a
147,2,a
147,3,a
147,4,n
147,5,f
147,6,a
147,7,f
148,0,n
148,1,a
148,2,a
148,3,a
148,4,n
148,5,a
148,6,a
148,7,a
149,0,f
149,1,n
149,2,a
149,3,n
149,4,f
149,5,a
149,6,a
149,7,f
150,0,a
150,1,n
150,2,n
150,3,n
150,4,n
150,5,f
150,6,f
150,7,f
151,0,a
151,1,f
151,2,a
151,3,f
151,4,a
151,5,f
151,6,n
151,7,a
152,0,f
152,1,n
152,2,a
152,3,f
152,4,a
152,5,f
152,6,f
152,7,a
153,0,a
153,1,a
153,2,n
153,3,a
153,4,a
153,5,n
153,6,a
153,7,a
154,0,f
154,1,f
154,2,a
154,3,f
154,4,a
154,5,f
154,6,f
154,7,n
155,0,a
155,1,a
155,2,a
155,3,a
155,4,n
155,5,a
155,6,a
155,7,f
156,0,f
156,1,a
156,2,a
156,3,n
156,4,a
156,5,a
156,6,n
156,7,n
157,0,a
157,1,f
157,2,n
157,3,n
157,4,f
157,5,a
157,6,f
157,7,n
158,0,a
158,1,f
158,2,n
158,3,n
158,4,n
158,5,f
158,6,f
158,7,f
159,0,a
159,1,n
159,2,a
159,3,n
159,4,f
159,5,a
159,6,a
159,7,a
160,0,a
160,1,f
160,2,f
160,3,n
160,4,f
160,5,a
160,6,a
160,7,f
161,0,a
161,1,a
161,2,n
161,3,f
161,4,n
161,5,f
161,6,n
161,7,a
162,0,f
162,1,a
162,2,n
162,3,n
162,4,a
162,5,a
162,6,a
162,7,a
163,0,a
163,1,a
163,2,n
163,3,a
163,4,n
163,5,f
163,6,a
163,7,a
164,0,a
164,1,f
164,2,a
164,3,a
164,4,a
164,5,a
164,6,a
164,7,f
165,0,a
165,1,f
165,2,n
165,3,a
165,4,a
165,5,a
165,6,f
165,7,f
166,0,a
166,1,a
166,2,f
166,3,a
166,4,n
166,5,f
166,6,f
166,7,a
167,0,f
167,1,a
167,2,f
167,3,a
167,4,n
167,5,a
167,6,a
167,7,n
168,0,a
168,1,f
168,2,f
168,3,f
168,4,n
168,5,a
168,6,a
168,7,a
169,0,a
169,1,a
169,2,a
169,3,a
169,4,a
169,5,a
169,6,f
169,7,f
170,0,f
170,1,a
170,2,n
170,3,n
170,4,f
170,5,a
170,6,n
170,7,a
171,0,n
171,1,n
171,2,f
171,3,a
171,4,f
171,5,a
171,6,a
171,7,a
172,0,a
172,1,n
172,2,a
172,3,a
172,4,n
172,5,a
172,6,a
172,7,a
173,0,a
173,1,a
173,2,a
173,3,f
173,4,a
173,5,a
173,6,f
173,7,n
174,0,n
174,1,a
174,2,a
174,3,a
174,4,a
174,5,a
174,6,a
174,7,n
175,0,n
175,1,n
175,2,f
175,3,f
175,4,a
175,5,a
175,6,a
175,7,a
176,0,a
176,1,n
176,2,a
176,3,a
176,4,n
176,5,a
176,6,f
176,7,f
177,0,n
177,1,f
177,2,f
177,3,a
177,4,a
177,5,a
177,6,a
177,7,a
178,0,f
178,1,n
178,2,a
178,3,n
178,4,n
178,5,f
178,6,a
178,7,n
179,0,n
179,1,a
179,2,f
179,3,a
179,4,a
179,5,n
179,6,a
179,7,n
180,0,f
180,1,n
180,2,n
180,3,f
180,4,f
180,5,a
180,6,n
180,7,n
181,0,a
181,1,a
181,2,a
181,3,n
181,4,f
181,5,f
181,6,a
181,7,a
182,0,n
182,1,f
182,2,a
182,3,a
182,4,n
182,5,f
182,6,f
182,7,a
183,0,a
183,1,a
183,2,n
183,3,a
183,4,f
183,5,n
183,6,a
183,7,f
184,0,a
184,1,a
184,2,n
184,3,a
184,4,a
184,5,f
184,6,a
184,7,n
185,0,a
185,1,a
185,2,a
185,3,f
185,4,n
185,5,n
185,6,n
185,7,n
186,0,n
186,1,a
186,2,a
186,3,n
186,4,f
186,5,a
186,6,a
186,7,a
187,0,f
187,1,n
187,2,n
187,3,f
187,4,a
187,5,a
187,6,n
187,7,n
188,0,a
188,1,a
188,2,n
188,3,n
188,4,a
188,5,f
188,6,f
188,7,a
189,0,f
189,1,a
189,2,f
189,3,f
189,4,a
189,5,a
189,6,f
189,7,a
190,0,f
190,1,a
190,2,a
190,3,f
190,4,a
190,5,a
190,6,n
190,7,n
191,0,n
191,1,n
191,2,a
191,3,a
191,4,n
191,5,a
191,6,n
191,7,a
192,0,a
192,1,a
192,2,n
192,3,f
192,4,a
192,5,f
192,6,f
192,7,f
193,0,f
193,1,a
193,2,a
193,3,f
193,4,a
193,5,n
193,6,f
193,7,n
194,0,n
194,1,n
194,2,f
194,3,a
194,4,n
194,5,f
194,6,f
194,7,a
195,0,f
195,1,n
195,2,a
195,3,a
195,4,a
195,5,f
195,6,a
195,7,n
196,0,f
196,1,n
196,2,n
196,3,a
196,4,f
196,5,a
196,6,n
196,7,f
197,0,f
197,1,a
197,2,a
197,3,n
197,4,n
197,5,a
197,6,a
197,7,f
198,0,f
198,1,n
198,2,a
198,3,n
198,4,a
198,5,a
198,6,a
198,7,f
199,0,n
199,1,f
199,2,f
199,3,f
199,4,f
199,5,a
199,6,a
199,7,f
200,0,a
200,1,f
200,2,f
200,3,a
200,4,a
200,5,a
200,6,n
200,7,a
201,0,a
201,1,n
201,2,n
201,3,f
201,4,n
201,5,n
201,6,f
201,7,n
202,0,n
202,1,a
202,2,a
202,3,a
202,4,a
202,5,n
202,6,n
202,7,a
203,0,f
203,1,f
203,2,a
203,3,a
203,4,a
203,5,n
203,6,f
203,7,f
204,0,n
204,1,n
204,2,n
204,3,n
204,4,a
204,5,n
204,6,a
204,7,n
205,0,n
205,1,f
205,2,f
205,3,f
205,4,a
205,5,a
205,6,a
205,7,a
206,0,a
206,1,n
206,2,a
206,3,f
206,4,n
206,5,n
206,6,f
206,7,n
207,0,a
207,1,a
207,2,f
207,3,a
207,4,f
207,5,a
207,6,f
207,7,n
208,0,a
208,1,a
208,2,n
208,3,f
208,4,f
208,5,a
208,6,a
208,7,a
209,0,f
209,1,n
209,2,n
209,3,n
209,4,a
209,5,n
209,6,a
209,7,a
210,0,f
210,1,a
210,2,f
210,3,f
210,4,n
210,5,n
210,6,a
210,7,a
211,0,a
211,1,f
211,2,n
211,3,a
211,4,a
211,5,a
211,6,a
211,7,n
212,0,n
212,1,n
212,2,a
212,3,a
212,4,f
212,5,f
212,6,a
212,7,a
213,0,f
213,1,n
213,2,f
213,3,a
213,4,n
213,5,a
213,6,a
213,7,f
214,0,f
214,1,a
214,2,a
214,3,f
214,4,a
214,5,a
214,6,f
214,7,n
215,0,n
215,1,f
215,2,a
215,3,f
215,4,f
215,5,f
215,6,n
215,7,f
216,0,a
216,1,n
216,2,a
216,3,f
216,4,a
216,5,a
216,6,n
216,7,n
217,0,n
217,1,a
217,2,a
217,3,a
217,4,a
217,5,n
217,6,n
217,7,a
218,0,a
218,1,n
218,2,n
218,3,n
218,4,a
218,5,n
218,6,n
218,7,a
219,0,f
219,1,a
219,2,f
219,3,f
219,4,n
219,5,a
219,6,n
219,7,a
220,0,a
220,1,a
220,2,n
220,3,n
220,4,a
220,5,n
220,6,a
220,7,f
221,0,a
221,1,f
221,2,n
221,3,a
221,4,a
221,5,a
221,6,a
221,7,f
222,0,a
222,1,a
222,2,n
222,3,n
222,4,a
222,5,f
222,6,n
222,7,n
223,0,a
223,1,n
223,2,n
223,3,n
223,4,f
223,5,f
223,6,a
223,7,a
224,0,n
224,1,n
224,2,a
224,3,a
224,4,a
224,5,f
224,6,f
224,7,a
225,0,n
225,1,f
225,2,a
225,3,a
225,4,a
225,5,n
225,6,a
225,7,n
226,0,f
226,1,n
226,2,a
226,3,f
226,4,a
226,5,n
226,6,n
226,7,a
227,0,a
227,1,n
227,2,n
227,3,n
227,4,a
227,5,a
227,6,a
227,7,n
228,0,a
228,1,f
228,2,f
228,3,a
228,4,a
228,5,a
228,6,n
228,7,f
229,0,a
229,1,a
229,2,n
229,3,a
229,4,a
229,5,f
229,6,a
229,7,f
230,0,a
230,1,a
230,2,a
230,3,a
230,4,f
230,5,a
230,6,n
230,7,a
231,0,n
231,1,f
231,2,n
231,3,a
231,4,f
231,5,a
231,6,f
231,7,a
232,0,n
232,1,a
232,2,a
232,3,a
232,4,n
232,5,a
232,6,a
232,7,f
233,0,a
233,1,f
233,2,a
233,3,n
233,4,n
233,5,a
233,6,a
233,7,f
234,0,a
234,1,a
234,2,f
234,3,a
234,4,f
234,5,f
234,6,n
234,7,a
235,0,a
235,1,a
235,2,n
235,3,a
235,4,n
235,5,f
235,6,a
235,7,f
236,0,a
236,1,n
236,2,f
236,3,f
236,4,a
236,5,a
236,6,f
236,7,a
237,0,a
237,1,a
237,2,f
237,3,a
237,4,a
237,5,a
237,6,a
237,7,a
238,0,a
238,1,f
238,2,a
238,3,n
238,4,f
238,5,n
238,6,a
238,7,f
239,0,a
239,1,n
239,2,n
239,3,a
239,4,a
239,5,a
239,6,a
239,7,a
240,0,a
240,1,a
240,2,f
240,3,f
240,4,a
240,5,a
240,6,n
240,7,a
241,0,f
241,1,f
241,2,n
241,3,n
241,4,a
241,5,a
241,6,a
241,7,f
242,0,a
242,1,n
242,2,a
242,3,a
242,4,a
242,5,n
242,6,f
242,7,n
243,0,a
243,1,a
243,2,f
243,3,n
243,4,a
243,5,a
243,6,a
243,7,n
244,0,n
244,1,f
244,2,f
244,3,f
244,4,f
244,5,a
244,6,a
244,7,f
245,0,f
245,1,n
245,2,a
245,3,f
245,4,n
245,5,f
245,6,n
245,7,f
246,0,a
246,1,n
246,2,f
246,3,a
246,4,f
246,5,n
246,6,a
246,7,n
247,0,n
247,1,a
247,2,a
247,3,n
247,4,a
247,5,n
247,6,n
247,7,a
248,0,n
248,1,a
248,2,a
248,3,a
248,4,a
248,5,f
248,6,f
248,7,a
249,0,a
249,1,a
249,2,a
249,3,f
249,4,a
249,5,f
249,6,n
249,7,a
250,0,a
250,1,n
250,2,a
250,3,a
250,4,n
250,5,a
250,6,n
250,7,a
251,0,a
251,1,f
251,2,a
251,3,n
251,4,n
251,5,a
251,6,a
251,7,f
252,0,a
252,1,n
252,2,a
252,3,n
252,4,a
252,5,n
252,6,f
252,7,a
253,0,a
253,1,n
253,2,n
253,3,n
253,4,a
253,5,f
253,6,a
253,7,a
254,0,a
254,1,a
254,2,a
254,3,a
254,4,f
254,5,f
254,6,f
254,7,f
255,0,a
255,1,f
255,2,a
255,3,n
255,4,n
255,5,f
255,6,a
255,7,n
256,0,f
256,1,f
256,2,n
256,3,a
256,4,n
256,5,a
256,6,n
256,7,a
257,0,n
257,1,n
257,2,n
257,3,f
257,4,a
257,5,a
257,6,n
257,7,n
258,0,a
258,1,n
258,2,n
258,3,a
258,4,a
258,5,n
258,6,n
258,7,a
259,0,a
259,1,a
259,2,a
259,3,a
259,4,a
259,5,f
259,6,a
259,7,f
260,0,f
260,1,a
260,2,a
260,3,a
260,4,a
260,5,a
260,6,f
260,7,a
261,0,n
261,1,a
261,2,n
261,3,n
261,4,a
261,5,a
261,6,f
261,7,a
262,0,a
262,1,a
262,2,a
262,3,n
262,4,a
262,5,a
262,6,a
262,7,a
263,0,a
263,1,a
263,2,a
263,3,a
263,4,a
263,5,n
263,6,a
263,7,a
264,0,f
264,1,a
264,2,f
264,3,a
264,4,a
264,5,a
264,6,a
264,7,f
265,0,f
265,1,a
265,2,a
265,3,f
265,4,a
265,5,a
265,6,n
265,7,f
266,0,a
266,1,a
266,2,a
266,3,a
266,4,n
266,5,a
266,6,n
266,7,a
267,0,n
267,1,n
267,2,n
267,3,n
267,4,a
267,5,f
267,6,a
267,7,a
268,0,n
268,1,f
268,2,a
268,3,f
268,4,f
268,5,f
268,6,n
268,7,a
269,0,a
269,1,f
269,2,a
269,3,a
269,4,a
269,5,a
269,6,a
269,7,n
270,0,a
270,1,f
270,2,a
270,3,a
270,4,a
270,5,a
270,6,f
270,7,n
271,0,a
271,1,a
271,2,f
271,3,f
271,4,n
271,5,a
271,6,a
271,7,n
272,0,a
272,1,f
272,2,f
272,3,n
272,4,a
272,5,f
272,6,f
272,7,a
273,0,a
273,1,a
273,2,f
273,3,a
273,4,a
273,5,n
273,6,a
273,7,a
274,0,a
274,1,f
274,2,n
274,3,a
274,4,a
274,5,a
274,6,a
274,7,a
275,0,a
275,1,a
275,2,f
275,3,n
275,4,n
275,5,n
275,6,a
275,7,a
276,0,n
276,1,n
276,2,f
276,3,a
276,4,n
276,5,f
276,6,a
276,7,a
277,0,f
277,1,f
277,2,f
277,3,a
277,4,a
277,5,a
277,6,a
277,7,n
278,0,f
278,1,a
278,2,f
278,3,f
278,4,f
278,5,a
278,6,f
278,7,a
279,0,f
279,1,a
279,2,a
279,3,a
279,4,n
279,5,a
279,6,f
279,7,a
280,0,n
280,1,n
280,2,a
280,3,a
280,4,a
280,5,n
280,6,a
280,7,a
281,0,n
281,1,a
281,2,a
281,3,n
281,4,f
281,5,a
281,6,n
281,7,a
282,0,a
282,1,f
282,2,a
282,3,n
282,4,a
282,5,n
282,6,n
282,7,f
283,0,a
283,1,n
283,2,a
283,3,f
283,4,f
283,5,n
283,6,a
283,7,n
284,0,a
284,1,n
284,2,a
284,3,f
284,4,f
284,5,n
284,6,a
284,7,a
285,0,a
285,1,f
285,2,n
285,3,a
285,4,a
285,5,n
285,6,a
285,7,n
286,0,n
286,1,n
286,2,n
286,3,n
286,4,a
286,5,a
286,6,f
286,7,a
287,0,a
287,1,f
287,2,a
287,3,n
287,4,a
287,5,n
287,6,f
287,7,a
288,0,a
288,1,a
288,2,n
288,3,a
288,4,n
288,5,a
288,6,a
288,7,f
289,0,a
289,1,f
289,2,f
289,3,f
289,4,a
289,5,a
289,6,f
289,7,a
290,0,a
290,1,a
290,2,a
290,3,a
290,4,n
290,5,a
290,6,a
290,7,a
291,0,a
291,1,f
291,2,a
291,3,f
291,4,a
